Pos,F,sp
0.0,0.0002399110671327,0.0002399110671327
0.003904322772823568,0.0002399110671327,0.0008820669139044383
0.00395570892174971,0.0002399110671327,0.0008820669139044383
0.004007099467763801,0.0002399110671324,0.0008820669139044383
0.004058505274974984,0.0002399110671319,0.0008820669139044383
0.004109892575231618,0.0002399110671312,0.0008820669139044383
0.004161295908320091,0.0002399110671301,0.0008820669139044383
0.004212719389618481,0.0002399110671287,0.0008820669139044383
0.004264136452887201,0.0002399110671271,0.0008820669139044383
0.004315519233584491,0.0002399110671251,0.0008820669139044383
0.004366898572552793,0.0002399110671229,0.0008820669139044383
0.0044182868281768505,0.0002399110671204,0.0008820669139044383
0.004469706500309643,0.0002399110671176,0.0008820669139044383
0.004521125094607216,0.0002399110671145,0.0008820669139044383
0.004572525953584555,0.0002399110671111,0.0008820669139044383
0.004623922758426087,0.0002399110671074,0.0008820669139044383
0.004675336980140127,0.0002399110671034,0.0008820669139044383
0.0047267545211045585,0.0002399110670992,0.0008820669139044383
0.004778147467785025,0.0002399110670946,0.0008820669139044383
0.004829559791041584,0.0002399110670898,0.0008820669139044383
0.00488096328338365,0.0002399110670847,0.0008820669139044383
0.004932345512938829,0.0002399110670792,0.0008820669139044383
0.004983766054711257,0.0002399110670735,0.0008820669139044383
0.005035188409212278,0.0002399110670675,0.0008820669139044383
0.005086606856555511,0.0002399110670612,0.0008820669139044383
0.005137995112208827,0.0002399110670547,0.0008820669139044383
0.005189394623915647,0.0002399110670478,0.0008820669139044383
0.005240817872541029,0.0002399110670406,0.0008820669139044383
0.005292214542681041,0.0002399110670332,0.0008820669139044383
0.005343637901543989,0.0002399110670255,0.0008820669139044383
0.00539501081027698,0.0002399110670174,0.0008820669139044383
0.0054463879201275475,0.0002399110670091,0.0008820669139044383
0.0054977769719276,0.0002399110670005,0.0008820669139044383
0.005549173862546656,0.0002399110669916,0.0008820669139044383
0.005600577991825351,0.0002399110669824,0.0008820669139044383
0.005651991123496813,0.000239911066973,0.0008820669139044383
0.005703378925995671,0.0002399110669632,0.0008820669139044383
0.005754797226391942,0.0002399110669532,0.0008820669139044383
0.005806187466278037,0.0002399110669428,0.0008820669139044383
0.005857585642967878,0.0002399110669322,0.0008820669139044383
0.005908971926705996,0.0002399110669213,0.0008820669139044383
0.005960357402068859,0.0002399110669101,0.0008820669139044383
0.006011748303365231,0.0002399110668986,0.0008820669139044383
0.006063152150959712,0.0002399110668868,0.0008820669139044383
0.00611454212140214,0.0002399110668747,0.0008820669139044383
0.0061659152261431425,0.0002399110668624,0.0008820669139044383
0.006217309752903258,0.0002399110668497,0.0008820669139044383
0.006268711787782026,0.0002399110668368,0.0008820669139044383
0.006320129304326833,0.0002399110668235,0.0008820669139044383
0.006371522055113063,0.00023991106681,0.0008820669139044383
0.006422917059561939,0.0002399110667962,0.0008820669139044383
0.006474326663809463,0.0002399110667821,0.0008820669139044383
0.00652574612782131,0.0002399110667677,0.0008820669139044383
0.0065771626645281,0.000239911066753,0.0008820669139044383
0.006628538231172952,0.0002399110667381,0.0008820669139044383
0.006679952575466771,0.0002399110667228,0.0008820669139044383
0.006731333617041084,0.0002399110667073,0.0008820669139044383
0.006782749774066723,0.0002399110666915,0.0008820669139044383
0.006834150816878007,0.0002399110666753,0.0008820669139044383
0.006885572448833252,0.0002399110666589,0.0008820669139044383
0.006936945088188542,0.0002399110666422,0.0008820669139044383
0.006988364503234796,0.0002399110666252,0.0008820669139044383
0.007039783403861296,0.000239911066608,0.0008820669139044383
0.007091155908496471,0.0002399110665904,0.0008820669139044383
0.007142556951325575,0.0002399110665726,0.0008820669139044383
0.007193953548079805,0.0002399110665544,0.0008820669139044383
0.007245359735138765,0.000239911066536,0.0008820669139044383
0.0072967668530604796,0.0002399110665173,0.0008820669139044383
0.0073481899670704304,0.0002399110664983,0.0008820669139044383
0.00739957529553858,0.000239911066479,0.0008820669139044383
0.0074509716473457974,0.0002399110664594,0.0008820669139044383
0.007502360282821419,0.0002399110664395,0.0008820669139044383
0.007553779085495213,0.0002399110664194,0.0008820669139044383
0.007605189608423124,0.0002399110663989,0.0008820669139044383
0.007656601392913421,0.0002399110663782,0.0008820669139044383
0.007708022375768436,0.0002399110663572,0.0008820669139044383
0.007759443076919486,0.0002399110663359,0.0008820669139044383
0.007810817786267889,0.0002399110663143,0.0008820669139044383
0.007862237397340604,0.0002399110662924,0.0008820669139044383
0.007913616369052608,0.0002399110662702,0.0008820669139044383
0.007965033371275777,0.0002399110662478,0.0008820669139044383
0.008016436753559505,0.000239911066225,0.0008820669139044383
0.008067827128310143,0.000239911066202,0.0008820669139044383
0.00811922901632618,0.0002399110661787,0.0008820669139044383
0.008170619648295338,0.0002399110661551,0.0008820669139044383
0.008222001032914367,0.0002399110661312,0.0008820669139044383
0.008273377028350787,0.000239911066107,0.0008820669139044383
0.008324788739398653,0.0002399110660825,0.0008820669139044383
0.008376164649104956,0.0002399110660578,0.0008820669139044383
0.008427557216300733,0.0002399110660327,0.0008820669139044383
0.008478945484398811,0.0002399110660074,0.0008820669139044383
0.008530319409916165,0.0002399110659818,0.0008820669139044383
0.008581730202371258,0.0002399110659559,0.0008820669139044383
0.00863311113383863,0.0002399110659297,0.0008820669139044383
0.008684500528782117,0.0002399110659032,0.0008820669139044383
0.008735889715510377,0.0002399110658765,0.0008820669139044383
0.008787303533274442,0.0002399110658494,0.0008820669139044383
0.008838693626373816,0.0002399110658221,0.0008820669139044383
0.008890076064382954,0.0002399110657945,0.0008820669139044383
0.00894144915705707,0.0002399110657666,0.0008820669139044383
